ID,Word 1,Word 2,PoS,Annotator 1,Annotator 2,Annotator 3,Annotator 4,Annotator 5,Annotator 6,Annotator 7,Annotator 8,Annotator 9,Annotator 10,Annotator 11
1545,创建,建立,verbs,5,5,4,6,5,6,5,4,5,3,3
1546,赢,成功,verbs,3,5,4,4,3,5,5,5,4,0,3
1547,启,开始,verbs,3,6,6,5,4,6,5,6,6,0,1
1548,使惊奇,庆祝,verbs,0,2,0,0,0,3,0,0,0,0,0
1549,吸收,学习,verbs,4,0,4,3,4,3,3,3,4,1,3
1550,任命,选举,verbs,0,2,0,0,0,3,0,0,0,0,2
1551,漂移,流,verbs,0,3,3,1,0,4,0,4,3,2,2
1552,拿,偷,verbs,0,1,2,2,1,3,1,0,0,1,0
1553,出现,发生,verbs,0,0,5,3,4,4,3,3,4,1,0
1554,代替,恢复,verbs,0,0,0,0,0,0,0,0,0,0,0
1555,消失,消逝,verbs,4,3,3,4,4,3,4,4,3,3,4
1556,烘烤,炒,verbs,0,5,0,2,0,2,0,0,0,0,2
1557,抓住,放走,verbs,0,0,0,0,0,3,0,0,0,0,0
1558,匆匆地写,写,verbs,0,5,5,4,3,4,3,3,5,3,2
1559,借,卖,verbs,0,0,0,0,0,3,0,0,3,0,0
1560,比较,分析,verbs,0,0,5,3,2,4,3,4,3,4,2
1561,扼杀,制服,verbs,0,0,1,0,0,0,0,0,0,0,0
1562,到达,离开,verbs,0,0,0,0,0,3,0,0,0,0,0
1563,保持,保护,verbs,0,1,0,1,0,1,0,0,0,0,0
1564,团结,领带,verbs,0,0,0,0,0,0,0,0,0,0,0
1565,戏弄,伤害,verbs,0,2,0,1,0,3,0,0,0,1,0
1566,清醒,打鼾,verbs,0,0,0,2,0,2,0,0,0,0,0
1567,蔑视,收费,verbs,0,0,0,0,0,0,0,0,0,0,0
1568,关闭,呕吐,verbs,0,0,0,0,0,0,0,0,0,0,0
1569,保持,拥抱,verbs,0,0,0,0,0,0,0,0,0,0,0
1570,包括,包含,verbs,5,4,6,6,6,6,6,6,6,4,3
1571,携带,带来,verbs,3,4,4,4,2,5,0,3,5,2,1
1572,撞,摔碎,verbs,0,0,3,3,2,3,0,0,3,0,1
1573,想,查询,verbs,0,0,0,0,0,2,0,0,0,0,0
1574,离开,參加,verbs,0,0,0,2,0,2,0,0,0,0,0
1575,划分,团结,verbs,0,0,0,2,0,2,0,0,0,0,0
1576,提醒,卖,verbs,0,0,0,0,0,0,0,0,0,0,0
1577,撤退,离开,verbs,0,6,4,4,5,6,2,3,3,2,3
1578,离开,等待,verbs,0,0,0,2,0,2,0,0,0,0,0
1579,喝,提高,verbs,0,0,0,0,0,0,0,0,0,0,0
1580,知道,相信,verbs,0,1,0,1,0,4,1,0,0,3,0
1581,得到,购买,verbs,0,0,2,2,0,3,0,0,0,1,1
1582,放,挂,verbs,0,0,0,3,3,4,0,0,0,0,0
1583,争论,证明,verbs,0,2,0,1,3,5,0,2,2,3,1
1584,判断,决定,verbs,4,5,4,2,5,5,0,3,1,2,2
1585,推,拉,verbs,0,0,0,2,0,2,0,0,0,0,1
1586,辩论,争论,verbs,0,5,5,4,2,4,3,3,3,3,3
1587,出席,争论,verbs,0,0,0,1,0,1,0,0,0,0,0
1588,使满意,娱乐,verbs,0,1,3,1,0,3,0,0,0,0,0
1589,促进,前进,verbs,0,0,4,3,1,5,0,3,2,1,0
1590,扩大,成长,verbs,3,2,4,0,1,5,0,3,3,1,0
1591,做,赚,verbs,0,0,0,2,0,2,0,0,0,0,0
1592,记得,想,verbs,0,0,0,0,0,4,0,0,0,0,0
1593,指控,说谎,verbs,0,1,0,1,0,1,0,0,0,0,0
1594,组织,成为,verbs,0,0,0,0,0,0,0,0,0,0,0
1595,做,发生,verbs,0,0,0,0,0,0,0,0,0,0,0
1596,挤压,拥抱,verbs,0,0,0,2,0,3,0,0,0,0,0
1597,完成,成为,verbs,0,5,0,0,0,3,0,0,0,0,0
1598,请,求情,verbs,0,6,3,2,2,2,2,3,1,2,2
1599,攻击,加剧,verbs,0,0,0,2,0,2,0,0,0,0,0
1600,追求,说服,verbs,0,0,0,1,0,1,0,0,0,0,0
1601,裂开,打破,verbs,4,6,0,3,2,3,0,1,1,1,1
1602,学习,评估,verbs,0,0,0,2,2,2,0,0,0,0,0
1603,校验,辩解,verbs,0,2,0,1,0,1,0,0,0,0,0
1604,避免,拒绝,verbs,0,2,0,0,4,0,0,0,0,0,0
1605,攻击,伤害,verbs,0,5,5,4,5,4,0,4,3,2,2
1606,察觉,听,verbs,0,0,4,1,4,3,0,0,0,2,0
1607,放开,按下,verbs,0,0,0,0,0,0,0,0,0,0,0
1608,接受,原谅,verbs,4,2,2,3,2,3,4,2,4,1,1
1609,给,偷,verbs,0,0,0,2,0,2,0,0,0,0,0
1610,出现,出席,verbs,3,3,4,4,2,4,3,4,3,3,1
1611,教,教育,verbs,4,5,2,6,5,5,4,5,5,3,2
1612,绊倒,摔倒,verbs,0,3,4,4,4,4,3,2,4,2,3
1613,说话,承认,verbs,0,0,0,2,2,2,0,0,0,0,0
1614,发抖,冻结,verbs,0,0,0,0,0,3,0,0,0,0,0
1615,收到,接受,verbs,0,4,2,2,0,2,0,0,0,0,0
1616,撤离,确定,verbs,0,0,0,0,0,0,0,0,0,0,0
1617,穿,侵蚀,verbs,0,0,0,0,0,3,0,0,0,0,0
1618,杀,防守,verbs,0,0,0,2,0,2,0,0,0,0,0
1619,举起,提高,verbs,5,4,5,5,3,5,1,3,4,4,0
1620,赌,打赌,verbs,4,3,6,4,4,4,5,5,5,4,5
1621,保持,借,verbs,0,0,0,0,0,0,0,0,0,0,0
1622,救,保护,verbs,3,3,1,2,5,4,0,3,4,1,1
1623,失去,得到,verbs,0,0,0,2,0,2,0,0,0,0,0
1624,打招呼,遇见,verbs,0,0,0,2,0,2,0,0,0,1,1
1625,唱,浮动,verbs,0,0,0,0,0,0,0,0,0,0,0
1626,协助,援助,verbs,5,5,4,5,3,6,0,4,3,3,2
1627,说,校验,verbs,0,0,0,0,0,0,0,0,0,0,0
1628,承诺,发誓,verbs,4,6,4,5,5,5,0,3,5,4,2
1629,折断,捏碎,verbs,4,5,0,3,2,3,0,0,2,1,2
1630,搅拌,混合,verbs,4,4,5,4,4,4,2,4,3,2,3
1631,降落,撤退,verbs,0,0,0,0,1,0,0,0,0,0,0
1632,到达,来,verbs,4,1,3,2,0,2,5,5,5,2,2
1633,声明,宣告,verbs,4,5,4,4,4,4,5,5,4,3,4
1634,步行,站立,verbs,0,0,0,1,2,1,0,0,0,0,0
1635,失败,使气馁,verbs,5,2,4,3,5,3,0,4,5,1,1
1636,侮辱,得罪,verbs,3,0,3,3,5,4,3,4,3,1,2
1637,花费,节约,verbs,0,3,0,2,0,2,0,0,0,0,0
1638,侵蚀,褪色,verbs,0,0,0,2,1,3,0,0,0,1,0
1639,收缩,成长,verbs,0,0,0,0,0,2,0,0,0,0,0
1640,忽略,问,verbs,0,0,0,1,0,1,0,0,0,0,0
1641,成功,失败,verbs,0,0,0,2,0,2,0,0,0,0,0
1642,教,惩罚,verbs,0,0,1,2,0,2,0,0,0,0,1
1643,知会,通知,verbs,3,0,6,5,5,0,5,6,5,1,2
1644,争论,合理的解释,verbs,3,2,2,2,5,2,2,2,3,1,1
1645,击败,鞭打,verbs,0,0,0,0,0,3,1,0,0,0,0
1646,允许,侵蚀,verbs,0,0,0,0,0,0,0,0,0,0,0
1647,把握,握紧,verbs,2,3,4,3,3,4,4,3,3,3,2
1648,撞击,碰撞,verbs,3,5,6,4,3,4,0,3,4,1,3
1649,杀,绞刑,verbs,0,4,5,4,3,4,0,3,4,4,1
1650,带来,发送,verbs,0,0,0,0,0,0,1,0,0,0,0
1651,需求,训斥,verbs,0,0,0,1,0,1,0,0,0,0,0
1652,匆忙,赶,verbs,4,3,6,4,4,4,5,6,6,1,1
1653,逃跑,逃走,verbs,6,6,6,6,5,6,6,6,6,5,4
1654,赢得,完成,verbs,2,5,0,2,1,4,0,4,4,0,1
1655,否认,承认,verbs,0,0,0,2,0,2,0,0,0,0,0
1656,拿,携带,verbs,3,2,5,4,4,4,0,3,4,1,1
1657,大笑,唱,verbs,0,0,0,0,0,0,0,0,0,0,0
1658,刺激,对抗,verbs,0,0,0,0,0,0,0,0,0,0,1
1659,大笑,哭,verbs,0,0,0,2,0,2,0,0,0,0,0
1660,聚集,出席,verbs,0,0,1,1,0,3,0,0,0,0,1
1661,合作,参与,verbs,0,4,0,2,0,2,0,0,0,0,0
1662,说,参与,verbs,0,0,0,0,0,0,0,0,0,0,0
1663,瞇,怒视,verbs,0,0,0,2,0,2,0,0,0,0,0
1664,发出恶臭,发出气味,verbs,4,0,4,3,3,3,3,3,3,1,1
1665,调查,追求,verbs,0,0,0,0,0,3,0,0,0,0,0
1666,傻笑,大笑,verbs,5,3,4,4,4,4,0,3,3,1,3
1667,保留,保持,verbs,4,3,5,5,4,5,0,3,3,3,0
1668,绑,编织,verbs,3,0,4,3,4,3,0,1,1,1,1
1669,克服,统治,verbs,0,0,0,1,0,1,0,0,0,0,0
1670,收到,实现,verbs,0,0,0,0,0,0,0,0,0,0,0
1671,保持,拥有,verbs,0,3,2,0,0,0,0,0,0,0,0
1672,参与,加入,verbs,4,4,6,4,4,4,5,5,5,3,2
1673,恶化,擦,verbs,0,0,0,0,0,0,0,0,0,0,0
1674,分离,连接,verbs,0,0,0,2,0,2,0,0,0,0,0
1675,珍爱,保持,verbs,0,0,0,2,0,3,0,0,0,0,0
1676,煮,混合,verbs,0,0,3,0,0,0,0,0,0,0,0
1677,批评,评论说,verbs,0,0,4,3,1,4,0,4,0,1,1
1678,鼓励,使气馁,verbs,0,0,0,2,0,2,0,0,0,0,0
1679,离开,进入,verbs,0,0,0,2,0,2,0,0,0,0,0
1680,偷,绑架,verbs,0,1,1,1,0,3,0,0,0,0,0
1681,提醒,忘记,verbs,0,0,0,2,0,2,0,0,0,0,0
1682,离开,留,verbs,0,0,0,0,0,2,0,0,0,0,0
1683,原谅,忘记,verbs,0,2,0,1,2,1,0,0,0,0,0
1684,创建,毁灭,verbs,0,0,0,2,0,2,0,0,0,0,0
1685,叫喊,尖叫,verbs,5,2,5,5,3,5,2,3,3,1,5
1686,判断,指控,verbs,0,2,0,1,2,3,0,0,0,0,0
1687,需要,查询,verbs,0,3,0,0,0,0,0,0,0,0,0
1688,等待,留,verbs,0,0,0,3,4,4,0,0,0,2,0
1689,打,混合,verbs,0,0,0,0,0,0,0,0,0,0,0
1690,接受,相信,verbs,0,0,5,3,0,4,0,0,0,0,0
1691,搜索,狩猎,verbs,0,0,0,2,1,3,2,0,0,0,0
1692,装作,似乎,verbs,0,0,0,0,0,3,0,0,0,0,0
1693,使心烦,使气馁,verbs,0,6,1,3,2,4,2,4,3,0,0
1694,摇动,收集,verbs,0,0,0,0,1,0,0,0,0,0,0
1695,打扰,扰乱,verbs,4,5,4,5,4,5,3,3,4,2,3
1696,来,带来,verbs,2,4,0,0,0,4,0,3,5,0,1
1697,完成,毕业,verbs,3,0,1,2,1,4,3,3,5,1,3
1698,创建,做,verbs,0,0,0,1,2,1,0,2,3,0,0
1699,旅行,走,verbs,0,0,0,1,0,1,0,0,0,1,0
1700,赢,统治,verbs,0,0,0,2,0,2,0,0,0,0,0
1701,装作,想像,verbs,0,0,0,0,0,2,0,0,0,0,0
1702,理解,知道,verbs,5,0,5,3,4,4,5,2,3,2,2
1703,值得,赚,verbs,0,0,3,0,2,4,0,0,2,2,1
1704,分离,离开,verbs,4,3,1,1,3,1,3,2,3,1,3
1705,表达,说,verbs,0,5,4,3,3,3,5,3,4,4,2
1706,掩盖,保护,verbs,0,0,3,4,2,4,0,0,0,0,0
1707,读,理解,verbs,0,0,0,1,0,4,0,0,0,1,1
1708,刺激,对抗,verbs,6,4,5,5,4,3,3,4,4,4,4
1709,决定,选择,verbs,5,0,4,5,4,5,3,5,4,5,2
1710,获得,找到,verbs,4,0,1,3,1,3,2,3,3,1,3
1711,确定,预测,verbs,0,0,0,0,0,2,0,0,0,0,0
1712,讨论,说明,verbs,0,3,2,3,2,3,0,3,3,1,2
1713,抓住,追逐,verbs,3,3,0,3,3,3,0,3,2,3,1
1714,打,吸引,verbs,0,0,0,0,0,0,0,0,0,0,0
1715,给,断绝亲子关系,verbs,0,0,0,0,0,0,0,0,0,0,0
1716,烧伤,扼杀,verbs,0,0,0,0,0,3,0,0,0,0,0
1717,游泳,遇见,verbs,0,0,0,0,0,0,0,0,0,0,0
1718,沟通,祈祷,verbs,0,0,0,1,2,4,0,0,0,0,0
1719,接受,运送,verbs,0,0,0,0,0,0,0,0,0,0,0
1720,忘记,知道,verbs,0,0,0,0,0,0,0,0,0,0,0
1721,恢复,修理,verbs,0,3,3,4,1,5,0,3,3,0,2
1722,合作,參加,verbs,0,2,0,0,1,4,0,0,0,0,0
1723,杂乱无章,井井有条,verbs,0,0,0,2,0,2,0,0,0,0,0
1724,留,保留,verbs,5,6,1,4,2,4,5,3,5,3,2
1725,捕获,模仿,verbs,0,0,0,0,0,0,0,0,0,0,0
1726,玩,搏斗,verbs,0,1,0,1,1,1,0,0,0,0,0
1727,接受,承认,verbs,4,2,6,4,1,4,5,5,3,1,1
1728,争论,叫喊,verbs,0,3,1,2,2,2,0,0,2,0,0
1729,哭,哭泣,verbs,5,6,6,6,6,6,6,6,6,6,5
1730,溶解,熔化,verbs,5,5,3,4,4,4,3,3,5,1,5
1731,加,除,verbs,0,0,0,2,0,2,0,0,0,0,1
1732,乘,加,verbs,0,0,0,2,0,2,0,0,0,0,1
1733,踢,伤害,verbs,0,2,0,2,2,3,0,0,0,0,0
1734,声明放弃,断绝亲子关系,verbs,0,3,0,2,0,4,0,2,3,0,0
1735,承认,通知,verbs,0,0,0,0,0,0,0,0,0,0,0
1736,学习,迷惑,verbs,0,0,0,0,0,0,0,0,0,0,0
1737,哭泣,哭,verbs,6,6,6,6,6,6,6,6,6,6,5
1738,建议,劝告,verbs,0,0,3,5,3,5,3,2,4,5,2
1739,模仿,描绘,verbs,0,0,0,0,2,0,0,2,0,0,1
1740,享受,娱乐,verbs,0,0,0,3,0,3,3,2,0,0,0
1741,捕获,抓住,verbs,6,5,5,5,4,6,1,3,5,0,3
1742,找到,逃逸,verbs,0,0,0,0,0,0,0,0,0,0,0
1743,搜索,看,verbs,0,0,2,1,0,1,4,1,2,1,0
1744,说服,争论,verbs,0,4,4,3,4,3,0,3,2,2,2
1745,偏见,倾向,verbs,5,2,3,3,1,3,0,2,2,3,2
1746,降低,减少,verbs,5,3,6,6,4,6,0,2,3,3,4
1747,忽略,探索,verbs,0,0,0,0,0,0,0,0,0,0,0
1748,试着,打算,verbs,0,0,5,2,4,0,0,4,3,1,1
1749,解决,完成,verbs,0,0,5,1,2,4,0,2,3,0,1
1750,涂抹,传播,verbs,0,0,0,2,2,4,0,0,0,0,0
1751,宣布,宣告,verbs,4,6,5,5,4,5,4,6,5,3,5
1752,尝试,说服,verbs,0,0,0,2,1,2,2,0,0,0,0
1753,打中,没打中,verbs,0,0,0,2,0,2,0,0,0,0,0
1754,漫游,徘徊,verbs,5,5,1,2,4,5,0,3,3,2,3
1755,发射,发送,verbs,0,6,4,4,1,5,3,2,5,0,2
1756,掩饰,伪装,verbs,4,5,5,4,3,4,4,4,6,2,3
1757,帮忙,问,verbs,0,0,0,1,0,1,0,0,0,0,0
1758,收到,给予,verbs,0,0,0,0,0,0,0,0,0,0,0
1759,救,淹,verbs,0,1,0,0,0,0,0,0,0,0,0
1760,创建,画,verbs,0,0,2,0,0,0,0,0,0,0,0
1761,改变,更改,verbs,4,3,6,5,4,5,2,3,4,1,5
1762,观看,观察,verbs,4,3,4,5,4,5,4,5,6,2,6
1763,消失,收缩,verbs,0,0,0,0,2,0,0,0,0,1,0
1764,惩罚,击中,verbs,0,0,0,0,0,0,0,0,0,0,0
1765,忘记,保留,verbs,0,0,0,0,0,2,0,0,0,0,0
1766,好心地,仁慈地,adverbs,5,6,6,5,4,5,4,3,5,3,5
1767,从不,诚实地,adverbs,0,0,0,0,0,0,0,0,0,0,0
1768,忠诚地,诚实地,adverbs,6,6,4,5,1,5,6,5,6,1,4
1769,有意义地,特别,adverbs,0,5,4,5,4,5,4,3,3,0,0
1770,异常地,一般,adverbs,0,0,0,0,0,0,0,0,0,0,0
1771,积极地,大概,adverbs,0,0,0,0,0,0,0,0,0,0,0
1772,准确地,积极地,adverbs,0,3,0,1,2,1,0,0,0,0,0
1773,坚固地,紧紧,adverbs,6,4,1,5,3,5,3,3,5,1,2
1774,谨慎地,有礼貌地,adverbs,0,2,1,2,0,2,0,0,0,0,0
1775,之前,之后,adverbs,0,0,0,2,0,2,0,0,0,0,0
1776,安全地,高高兴兴地,adverbs,0,0,0,1,0,3,0,0,0,0,0
1777,立即,不久,adverbs,2,3,0,1,3,1,2,2,3,1,2
1778,感情上,伤心地,adverbs,0,3,0,1,0,4,2,0,0,0,0
1779,主要地,末期地,adverbs,0,0,0,0,0,0,0,0,0,0,0
1780,精确地,不准确地,adverbs,0,0,0,2,0,2,0,0,0,0,0
1781,稍后,从不,adverbs,0,0,0,1,0,1,0,0,0,0,0
1782,轻轻的,坚固地,adverbs,0,0,0,0,0,0,0,0,0,0,0
1783,明亮地,轻轻地,adverbs,0,0,0,0,0,0,0,0,0,0,0
1784,今天晚上,今天,adverbs,0,2,4,4,2,4,3,3,3,0,1
1785,本地,紧密地,adverbs,0,0,0,1,0,1,0,0,0,0,0
1786,现在,这里,adverbs,0,0,0,3,0,5,0,5,5,4,0
1787,紧紧地,难以置信地,adverbs,0,0,0,0,0,0,0,0,0,0,0
1788,大声地,轻轻的,adverbs,0,0,0,0,0,0,0,0,0,0,0
1789,通常,日常,adverbs,4,0,2,3,2,3,5,5,5,3,3
1790,危险地,小心地,adverbs,0,0,0,0,0,4,0,0,0,0,0
1791,最近,现实地,adverbs,0,0,0,0,0,0,0,0,0,0,0
1792,可靠,负责任,adverbs,4,4,5,3,5,5,0,5,5,1,2
1793,本来,创造性地,adverbs,0,0,0,0,0,0,0,0,0,0,0
1794,必然,实质上,adverbs,0,0,0,1,2,1,0,0,0,0,0
1795,重要地,真实地,adverbs,0,0,0,0,0,0,0,0,0,0,0
1796,死气沉沉的,高高兴兴地,adverbs,0,0,0,2,0,2,0,0,0,0,0
1797,冷静地,坚固地,adverbs,0,0,0,2,0,2,0,0,0,0,0
1798,关键地,实质上,adverbs,0,3,0,0,0,3,0,0,0,0,0
1799,紧张地,焦急地,adverbs,5,6,5,5,3,5,2,4,4,1,2
1800,大致地,容易地,adverbs,0,0,0,0,0,0,0,0,0,0,0
1801,自豪地,和平地,adverbs,0,0,0,1,0,1,0,0,0,0,0
1802,通常,真诚地,adverbs,0,0,0,0,0,0,0,0,0,0,0
1803,大致,不耐烦地,adverbs,0,0,0,0,0,0,0,0,0,0,0
1804,异常,奇怪地,adverbs,4,2,5,4,5,6,4,2,3,1,5
1805,自然地,非自然,adverbs,0,0,0,2,0,2,0,0,0,0,0
1806,正式地,重要的,adverbs,0,3,0,0,5,3,0,0,0,0,0
1807,一致地,有时,adverbs,0,0,0,0,0,0,0,0,0,0,0
1808,准确地,精确地,adverbs,6,6,6,6,5,6,6,5,4,4,6
1809,看来,简直,adverbs,0,0,3,3,0,4,1,0,0,1,0
1810,清楚地,当然,adverbs,0,0,2,0,0,0,0,3,0,0,0
1811,全然地,完全地,adverbs,6,4,6,4,4,4,6,4,6,1,5
1812,当然,显然,adverbs,4,3,5,1,2,5,3,2,2,2,2
1813,慷慨地,好心地,adverbs,0,5,5,3,5,5,0,0,3,1,2
1814,真实地,完美地,adverbs,0,0,0,1,0,3,0,0,0,0,0
1815,自豪的,谦逊地,adverbs,0,1,0,2,0,2,0,0,0,0,0
1816,舒服地,容易地,adverbs,2,2,2,0,2,4,0,0,2,1,2
1817,不同的,奇怪地,adverbs,0,2,0,1,0,1,0,0,0,0,0
1818,当然,有时,adverbs,0,0,0,0,0,0,0,0,0,0,0
1819,微妙地,目前,adverbs,0,0,0,0,0,0,0,0,0,0,0
1820,小心地,安全地,adverbs,1,3,3,4,5,4,0,2,4,1,1
1821,认真地,真诚地,adverbs,0,5,4,3,4,3,3,3,4,1,1
1822,公开地,大规模,adverbs,0,1,0,5,0,5,0,0,0,0,0
1823,正式,强烈地,adverbs,0,0,2,1,0,4,0,0,0,0,0
1824,马上,一次,adverbs,0,0,0,0,0,0,0,0,0,0,0
1825,极其,非常,adverbs,4,6,6,4,4,4,5,6,6,1,4
1826,目前,最近,adverbs,5,2,0,3,3,3,3,5,3,4,4
1827,最近,最近,adverbs,6,4,5,6,6,5,5,6,6,5,6
1828,稍微地,大致,adverbs,3,0,4,2,0,2,4,3,2,1,1
1829,被动地,积极地,adverbs,0,0,0,2,0,2,0,0,0,0,0
1830,也许,大概,adverbs,4,4,5,4,6,4,0,2,4,5,2
1831,巧妙的,冷静地,adverbs,0,0,5,0,0,0,0,0,0,1,0
1832,看来,显然,adverbs,0,3,4,0,1,5,1,2,3,1,1
1833,大声地,微妙地,adverbs,0,0,0,0,0,0,0,0,0,0,0
1834,通常,很少地,adverbs,0,0,0,0,0,4,0,0,0,0,0
1835,有时候,经常,adverbs,4,3,1,2,1,4,3,2,2,1,1
1836,可靠地,被动地,adverbs,0,0,0,0,0,0,0,0,0,0,0
1837,显然,本地,adverbs,0,0,0,0,0,0,0,0,0,0,0
1838,谦逊地,糟糕,adverbs,0,0,0,0,0,0,0,0,0,0,0
1839,很可能,可能,adverbs,4,5,5,5,5,5,3,4,3,5,3
1840,公平,不公平,adverbs,0,0,0,2,0,2,0,0,0,0,0
1841,明亮地,非常,adverbs,0,0,0,0,0,0,0,0,0,0,0
1842,理想地,实际地,adverbs,0,0,0,1,0,1,0,0,0,0,0
1843,经常,不经常,adverbs,0,0,0,2,0,2,0,0,0,0,0
1844,紧急,迅速地,adverbs,0,3,2,3,1,5,2,2,3,1,3
1845,两次,总是,adverbs,0,0,0,0,0,0,0,0,0,0,0
1846,大多,主要,adverbs,5,3,5,5,5,4,2,5,3,4,3
1847,有意义,深度地,adverbs,0,4,5,4,3,6,2,1,3,0,0
1848,优雅地,美丽地,adverbs,3,4,5,4,4,6,0,3,3,0,2
1849,小心地,谨慎地,adverbs,0,6,6,5,6,6,5,3,4,4,4
1850,机械地,理想地,adverbs,0,0,0,1,0,1,0,0,0,0,0
1851,两次,多,adverbs,0,0,0,0,0,2,0,0,0,0,0
1852,深深地,大多,adverbs,0,0,0,0,0,0,0,0,4,0,0
1853,有时,每当,adverbs,0,0,0,2,0,4,0,0,0,0,0
1854,负面地,非自然,adverbs,0,0,0,0,0,2,0,0,0,0,0
1855,从不,很少,adverbs,2,5,0,3,3,3,0,4,2,1,2
1856,负责可靠地,独立地,adverbs,0,0,4,3,0,5,0,0,0,0,0
1857,积极地,高高兴兴,adverbs,0,0,3,1,2,1,0,0,0,0,0
1858,和平地,混乱,adverbs,0,0,0,0,0,0,0,0,0,0,0
1859,大致,可靠地,adverbs,0,0,0,1,0,1,0,0,0,0,0
1860,充分,基本上,adverbs,0,0,0,0,1,0,0,0,4,0,0
1861,一次,两次,adverbs,0,2,0,2,1,2,0,0,0,0,0
1862,信心十足地,偷偷,adverbs,0,0,0,0,0,0,0,0,0,0,0
1863,重要的,认真地,adverbs,0,0,0,0,4,5,0,0,0,0,0
1864,成熟,巧妙,adverbs,0,0,2,0,0,3,0,0,0,0,0
1865,不可能,友好,adverbs,0,0,0,1,0,1,0,0,0,0,0
1866,轻微,完全地,adverbs,0,0,0,0,0,0,0,0,0,0,0
1867,诚实地,真诚地,adverbs,3,5,6,5,5,6,4,3,4,0,4
1868,常规地,一般,adverbs,4,5,4,5,3,6,4,5,5,1,3
1869,偶然,经常地,adverbs,0,2,0,2,0,3,0,0,0,0,0
1870,粗糙地,大致,adverbs,0,0,2,1,1,1,0,0,5,0,0
1871,不同,终末,adverbs,0,0,0,0,0,0,0,0,0,0,0
1872,悄悄地,自然地,adverbs,0,0,1,1,0,4,0,0,0,0,0
1873,令人惊讶,奇特地,adverbs,0,4,4,4,4,5,4,3,5,0,2
1874,显然,不显眼地,adverbs,0,0,0,2,0,2,0,0,0,0,0
1875,可能,乐观地,adverbs,0,0,1,0,0,3,0,0,0,0,0
1876,明天,今天晚上,adverbs,0,0,0,0,0,3,0,0,0,0,0
1877,仁慈地,温和地,adverbs,5,5,5,4,2,5,2,3,3,0,3
1878,通常,不定期地,adverbs,0,1,0,1,0,1,0,0,0,0,2
1879,正直地,成熟地,adverbs,0,2,3,0,3,4,0,0,0,0,0
1880,猛烈地,可悲的是,adverbs,0,0,0,0,0,2,0,0,0,0,0
1881,不公平地,不合理,adverbs,4,0,5,2,5,5,2,4,3,0,3
1882,冷静地,安然,adverbs,0,2,5,3,4,3,2,5,5,1,2
1883,显然,大致,adverbs,0,1,4,0,0,0,0,0,0,1,0
1884,被动地,默默地,adverbs,0,1,1,0,0,5,0,0,0,0,0
1885,慷慨地,从不,adverbs,0,0,0,0,0,0,0,0,0,0,0
1886,肯定地,当然,adverbs,6,5,5,3,3,3,0,5,3,1,2
1887,在家里,在别处,adverbs,0,0,0,2,0,2,0,0,0,0,0
1888,大声地,猛烈地,adverbs,0,2,3,3,4,5,3,4,4,1,2
